Datasheet|Image|DK Part #|Mfr Part #|Mfr|Supplier|Description|Stock|Price|@ qty|Min Qty| Package|Series|Part Status|Connector Type|Contact Type|Style|Number of Positions|Number of Positions Loaded|Pitch - Mating|Number of Rows|Row Spacing - Mating|Mounting Type|Termination|Fastening Type|Contact Finish - Mating|Contact Finish Thickness - Mating|Insulation Color|Insulation Height|Contact Length - Post|Operating Temperature|Material Flammability Rating|Contact Finish - Post|Mated Stacking Heights|Ingress Protection|Features|Current Rating (Amps)|Voltage Rating
-|-|SFML-110-T2-SM-D-P-ND|SFML-110-T2-SM-D-P|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-T2-SM-D-LC-P-TR-ND|SFML-110-T2-SM-D-LC-P-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|4.7544|0|550|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Lock, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-P-TR-ND|SFML-110-02-S-D-P-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|5.2248|0|550|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-01-L-D-ND|SFML-110-01-L-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|7.53|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-SN-P-ND|SFML-110-02-S-D-SN-P|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|10.67|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Pick and Place, Solder Retention"|3.2A per Contact|250VAC
-|-|SFML-110-L3-SM-D-ND|SFML-110-L3-SM-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-T1-F-D-A-ND|SFML-110-T1-F-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|3.00µin (0.076µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-112-02-L-D-LC-ND|SFML-112-02-L-D-LC|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-110-T2-L-D-LC-TR-ND|SFML-110-T2-L-D-LC-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-110-02-L-D-K-TR-ND|SFML-110-02-L-D-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|4.3848|0|675|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-LC-P-TR-ND|SFML-110-02-S-D-LC-P-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|5.46|0|550|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Lock, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-L3-L-D-ND|SFML-110-L3-L-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|7.76|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-02-LM-D-ND|SFML-110-02-LM-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|7.86|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-A-P-ND|SFML-110-02-S-D-A-P|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|9.9|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-01-L-D-A-P-ND|SFML-110-01-L-D-A-P|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-L1-S-D-ND|SFML-110-L1-S-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-T1-S-D-LC-K-ND|SFML-110-T1-S-D-LC-K|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Lock, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-02-F-D-K-TR-ND|SFML-110-02-F-D-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|3.00µin (0.076µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-T2-S-D-SN-TR-ND|SFML-110-T2-S-D-SN-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Solder Retention|3.2A per Contact|250VAC
-|-|SFML-112-02-S-D-P-TR-ND|SFML-112-02-S-D-P-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-112-T2-S-D-A-TR-ND|SFML-112-T2-S-D-A-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-110-T2-H-D-A-K-TR-ND|SFML-110-T2-H-D-A-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|5.9241|0|675|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Gold|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-01-S-D-A-ND|SFML-110-01-S-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|9.03|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-110-T2-H-D-A-ND|SFML-110-T2-H-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|11.42|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Gold|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-110-03-SM-D-ND|SFML-110-03-SM-D|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-L3-L-D-LC-ND|SFML-110-L3-L-D-LC|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-112-T2-SM-D-A-ND|SFML-112-T2-SM-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-110-02-L-D-SN2-TR-ND|SFML-110-02-L-D-SN2-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Solder Retention|3.2A per Contact|250VAC
-|-|SFML-110-T2-L-D-A-TR-ND|SFML-110-T2-L-D-A-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-110-03-S-D-LC-ND|SFML-110-03-S-D-LC|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|9.42|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-A-K-ND|SFML-110-02-S-D-A-K|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|9.68|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-L1-S-D-A-P-ND|SFML-110-L1-S-D-A-P|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-T1-S-D-A-K-ND|SFML-110-T1-S-D-A-K|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-T2-S-D-SN-K-ND|SFML-110-T2-S-D-SN-K|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Pick and Place, Solder Retention"|3.2A per Contact|250VAC
-|-|SFML-112-02-L-D-A-ND|SFML-112-02-L-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-112-02-L-D-K-ND|SFML-112-02-L-D-K|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-112-L2-L-D-ND|SFML-112-L2-L-D|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
-|-|SFML-110-L2-S-D-K-TR-ND|SFML-110-L2-S-D-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-T2-S-D-LC-TR-ND|SFML-110-T2-S-D-LC-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|4.4856|0|675|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-110-02-L-D-K-ND|SFML-110-02-L-D-K|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Pick and Place|3.2A per Contact|250VAC
-|-|SFML-110-T1-F-D-LC-ND|SFML-110-T1-F-D-LC|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|3.00µin (0.076µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Lock|3.2A per Contact|250VAC
-|-|SFML-110-T2-F-D-SN-ND|SFML-110-T2-F-D-SN|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|3.00µin (0.076µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Solder Retention|3.2A per Contact|250VAC
-|-|SFML-110-02-F-D-A-K-TR-ND|SFML-110-02-F-D-A-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|3.00µin (0.076µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Guide, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-02-S-D-SN-P-TR-ND|SFML-110-02-S-D-SN-P-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Pick and Place, Solder Retention"|3.2A per Contact|250VAC
-|-|SFML-110-T2-S-D-SN-K-TR-ND|SFML-110-T2-S-D-SN-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|Active|0|0|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Pick and Place, Solder Retention"|3.2A per Contact|250VAC
http://suddendocs.samtec.com/catalog_english/sfm.pdf|//media.digikey.com/Renders/Samtec%20Renders/SFML-110-x2-x-D-LC.jpg|SFML-110-T2-S-D-LC-K-TR-ND|SFML-110-T2-S-D-LC-K-TR|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD SMD|0|4.536|0|675|Tape & Reel (TR)|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Surface Mount|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.185"" (4.70mm)"|-|-55°C ~ 125°C|UL94 V-0|Tin|-|-|"Board Lock, Pick and Place"|3.2A per Contact|250VAC
-|-|SFML-110-03-L-D-A-ND|SFML-110-03-L-D-A|Samtec Inc.|Samtec Inc.|CONN RCPT 20POS 0.05 GOLD PCB|0|7.53|0|1|Tube|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|20|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|10.0µin (0.25µm)|Black|"0.180"" (4.57mm)"|"0.075"" (1.91mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|Board Guide|3.2A per Contact|250VAC
-|-|SFML-112-01-S-D-ND|SFML-112-01-S-D|Samtec Inc.|Samtec Inc.|CONN RCPT 24POS 0.05 GOLD PCB|0|Active|0|0|Bulk|Tiger Eye™ SFML|Active|Receptacle|Female Socket|Board to Board or Cable|24|All|"0.050"" (1.27mm)"|2|"0.050"" (1.27mm)"|Through Hole|Solder|Locking Ramp|Gold|30.0µin (0.76µm)|Black|"0.180"" (4.57mm)"|"0.120"" (3.05mm)"|-55°C ~ 125°C|UL94 V-0|Tin|-|-|-|3.2A per Contact|250VAC
